# Program:featureCounts v2.0.0; Command:"featureCounts" "-T" "8" "-p" "-a" "genes.gtf" "-o" "ns024.12.counts.txt" "./bam/A1.bam" "./bam/A2.bam" "./bam/B1.bam" "./bam/B2.bam" 
Geneid	Chr	Start	End	Strand	Length	./bam/A1.bam	./bam/A2.bam	./bam/B1.bam	./bam/B2.bam
YNL164C	XIV	325265	326320	-	1056	617	544	871	1151
YNL163C	XIV	326741	330073	-	3333	2162	1896	2898	3642
YNL162W-A	XIV	330329	330547	+	219	269	170	297	362
YNL162W	XIV;XIV	331322;331838	331325;332154	+;+	321	14079	9053	18268	22024
YNL161W	XIV	332597	334867	+	2271	1880	1854	2167	3480
YNL160W	XIV	336545	337609	+	1065	1437	4694	1725	9043
YNL159C	XIV	338478	339347	-	870	536	638	615	1191
YNL158W	XIV	339612	340208	+	597	372	307	473	731
YNL157W	XIV	340352	340858	+	507	909	888	1154	2020
YNL156C	XIV	341069	341968	-	900	2107	2496	2406	4543
YNL155W	XIV	342516	343340	+	825	1430	2028	1632	3958
YNL154C	XIV	343636	345276	-	1641	4560	3473	5404	6938
YNL153C	XIV	345669	346058	-	390	1548	1186	1805	2608
YNL152W	XIV	346313	347542	+	1230	724	677	956	1218
YNL151C	XIV	347766	348521	-	756	1926	1205	2616	2113
YNL150W	XIV	349251	349658	+	408	28	20	20	52
YNL149C	XIV	349367	349756	-	390	50	30	59	78
YNL148C	XIV	349907	350671	-	765	459	353	514	724
YNL147W	XIV;XIV	350940;351054	350957;351383	+;+	348	653	602	867	1219
YNL146C-A	XIV	351386	351580	-	195	31	38	27	65
YNL146W	XIV	351715	352017	+	303	63	61	63	99
YNL145W	XIV	352414	352530	+	117	2481	2415	3312	6252
YNL144C	XIV	352820	355042	-	2223	273	267	235	409
YNL144W-A	XIV	353061	353144	+	84	0	0	0	0
YNL143C	XIV	356794	357186	-	393	87	78	99	196
YNL142W	XIV	357453	358952	+	1500	435	375	534	718
YNL141W	XIV	359596	360639	+	1044	3209	1909	3977	3866
YNL140C	XIV	360917	361486	-	570	14	9	14	25
YNL139C	XIV	360924	365717	-	4794	1087	1103	1444	1975
YNL138W-A	XIV;XIV	366033;366158	366035;366412	+;+	258	208	243	258	492
YNL138W	XIV	366741	368321	+	1581	2551	2468	3192	5214
YNL137C	XIV	368595	370055	-	1461	2472	2105	2716	4100
YNL136W	XIV	370368	371645	+	1278	1284	1176	1339	2078
YNL135C	XIV	371882	372226	-	345	5803	5257	8058	11876
YNL134C	XIV	372451	373581	-	1131	609	1473	756	2988
YNL133C	XIV	374171	374692	-	522	232	285	302	491
tF(GAA)N	XIV;XIV	374869;374924	374905;374959	+;+	73	1	0	2	0
YNL132W	XIV	375321	378491	+	3171	4774	2959	6054	5777
YNL131W	XIV	378767	379225	+	459	2901	2435	3655	5070
YNL130C	XIV;XIV	379558;380782	380689;380831	-;-	1182	1831	1971	1956	3582
YNL130C-A	XIV	381245	381391	-	147	10	5	6	25
YNL129W	XIV	381480	382202	+	723	659	679	742	1188
YNL128W	XIV	382359	383663	+	1305	54	70	70	123
YNL127W	XIV	383987	386848	+	2862	906	732	1000	1516
YNL126W	XIV	387227	389767	+	2541	864	663	1061	1359
YNL125C	XIV	390146	392167	-	2022	1005	1073	1199	2037
YNL124W	XIV	392892	394370	+	1479	2048	1276	2617	2526
YNL123W	XIV	394685	397678	+	2994	2687	2489	3382	4654
YNL122C	XIV	398023	398370	-	348	364	300	389	699
YNL121C	XIV	398684	400537	-	1854	5675	4699	6692	8724
YNL120C	XIV	401033	401518	-	486	0	0	0	0
YNL119W	XIV	401040	402521	+	1482	941	624	1147	1202
YNL118C	XIV	402652	405564	-	2913	2594	2318	3407	4434
YNL117W	XIV	406358	408022	+	1665	64	96	91	209
YNL116W	XIV	408341	409909	+	1569	881	841	969	1796
YNL115C	XIV	410119	412053	-	1935	535	967	699	1897
YNL114C	XIV	412684	413055	-	372	2	2	2	3
YNL113W	XIV	412771	413199	+	429	850	659	1186	1259
YNL112W	XIV;XIV	413639;415914	414911;416281	+;+	1641	10135	4050	13823	8840
YNL111C	XIV	416940	417302	-	363	5820	4088	6576	8393
YNL110C	XIV	417826	418488	-	663	3088	1760	3865	3454
YNL109W	XIV	418964	419509	+	546	38	22	29	62
YNL108C	XIV	419014	419826	-	813	395	308	401	672
YNL107W	XIV	420098	420778	+	681	513	460	522	973
YNL106C	XIV	420944	424495	-	3552	687	695	702	1352
YNL105W	XIV	424155	424583	+	429	0	0	1	1
YNL104C	XIV	424895	426754	-	1860	14609	15394	16934	28911
YNL103W-A	XIV	426719	426808	+	90	80	70	104	237
YNL103W	XIV	427735	429753	+	2019	1565	1525	1802	3053
YNL102W	XIV	430087	434493	+	4407	1949	1595	2562	3045
YNL101W	XIV	434999	437140	+	2142	1371	1294	1807	2470
YNL100W	XIV	437613	438317	+	705	842	788	951	1633
YNL099C	XIV	438567	439283	-	717	1329	1255	1509	2105
YNL098C	XIV	439602	440570	-	969	3876	3446	4473	6871
YNL097C-B	XIV	440797	440919	-	123	95	98	143	165
YNL097C	XIV	441366	442358	-	993	730	504	707	948
YNL097W-A	XIV	441431	441586	+	156	0	0	0	0
tL(CAA)N	XIV;XIV	443006;443076	443043;443119	+;+	82	5	0	6	7
YNL096C	XIV;XIV	443398;444172	443826;444315	-;-	573	15396	9578	19310	19340
YNL095C	XIV	444912	446840	-	1929	625	503	864	982
YNL094W	XIV	447611	449374	+	1764	1332	1612	1609	2891
YNL093W	XIV	449868	450530	+	663	6	32	12	61
YNL092W	XIV	450871	452073	+	1203	62	170	96	318
YNL091W	XIV	452408	456130	+	3723	4278	3740	4576	6815
YNL090W	XIV	456565	457143	+	579	294	281	306	517
YNL089C	XIV	456693	457169	-	477	57	36	43	101
YNL088W	XIV	457704	461990	+	4287	2975	2828	3669	5096
YNL087W	XIV	462411	465947	+	3537	4578	2599	6172	5080
YNL086W	XIV	466334	466642	+	309	210	179	225	418
YNL085W	XIV	467131	469623	+	2493	3600	3235	4575	5816
YNL084C	XIV	470053	471102	-	1050	2073	1906	2504	3531
YNL083W	XIV	471377	472861	+	1485	777	714	876	1275
YNL082W	XIV	473391	476012	+	2622	759	713	848	1230
YNL081C	XIV	476188	476619	-	432	952	899	1109	1715
YNL080C	XIV	476932	478032	-	1101	1377	1101	1555	1992
YNL079C	XIV	478566	479165	-	600	10468	9752	11587	16978
YNL078W	XIV	479768	480991	+	1224	1398	968	1634	2055
YNL077W	XIV	481391	482977	+	1587	702	531	723	1137
YNL076W	XIV	483556	485310	+	1755	1040	996	1310	1887
YNL075W	XIV	485607	486479	+	873	2013	1336	2339	2451
YNL074C	XIV	486766	488124	-	1359	1763	1929	2169	3875
YNL073W	XIV	488386	490116	+	1731	1037	1014	1329	2074
YNL072W	XIV	490317	491240	+	924	688	520	795	1163
YNL071W	XIV	491523	492971	+	1449	7317	7977	8961	16391
YNL070W	XIV	493366	493548	+	183	459	365	652	899
YNL069C	XIV;XIV	493956;494974	494524;495001	-;-	597	33530	24251	44154	53538
YNL068C	XIV	495701	498289	-	2589	1569	1293	1934	2706
YNL067W-A	XIV	498538	498684	+	147	1	1	8	10
YNL067W-B	XIV	499417	499557	+	141	0	0	0	0
YNL067W	XIV	499681	500256	+	576	10421	8010	13754	16785
YNL066W	XIV	501515	502777	+	1263	6543	3388	8615	6568
YNL065W	XIV	503724	505484	+	1761	1680	958	1655	1966
YNL064C	XIV	505868	507097	-	1230	13943	15805	17665	29879
YNL063W	XIV	507758	508702	+	945	476	558	581	1062
YNL062C	XIV	508776	510212	-	1437	1724	1398	2317	2665
YNL061W	XIV	510540	512396	+	1857	6760	4447	8657	8385
YNL059C	XIV	512668	514935	-	2268	2252	2054	2745	3727
YNL058C	XIV	515763	516713	-	951	679	1165	836	2264
YNL057W	XIV	516403	516735	+	333	0	0	0	0
YNL056W	XIV	517249	517842	+	594	940	851	1035	1881
YNL055C	XIV	517994	518845	-	852	8759	14369	12150	30957
tD(GUC)N	XIV	519099	519169	-	71	43	36	35	79
YNL054W-B	XIV;XIV	519456;520762	520760;524706	+;+	5250	2530	4684	3413	8696
YNL054W-A	XIV	519456	520778	+	1323	0	0	0	0
YNL054W	XIV	526086	529583	+	3498	975	1035	1217	1934
YNL053W	XIV	529942	531411	+	1470	1072	845	1154	1623
YNL052W	XIV	531725	532186	+	462	3141	2697	3486	5703
YNL051W	XIV	532659	533870	+	1212	561	518	633	993
YNL050C	XIV;XIV	534079;534966	534874;534982	-;-	813	1043	708	1195	1481
YNL049C	XIV	535281	537911	-	2631	1344	1237	1638	2494
YNL048W	XIV	538173	539819	+	1647	1335	1127	1592	2078
YNL047C	XIV	539911	541881	-	1971	845	621	1001	1161
YNL046W	XIV	542304	542822	+	519	785	651	1026	1457
YNL045W	XIV	542963	544978	+	2016	1522	1859	1768	3334
YNL044W	XIV;XIV	545268;545371	545291;545877	+;+	531	1048	827	1304	1548
YNL043C	XIV	545589	545909	-	321	31	38	55	76
tP(UGG)N1	XIV;XIV	547094;547161	547129;547196	+;+	72	0	0	0	0
YNL042W-B	XIV	547113	547370	+	258	1	2	0	12
YNL042W	XIV	548100	549290	+	1191	602	439	694	843
YNL041C	XIV	549468	551987	-	2520	1144	1168	1467	2214
YNL040W	XIV	553380	554750	+	1371	999	498	1400	1001
YNL039W	XIV	555048	556832	+	1785	1897	1469	2068	2772
YNL038W	XIV;XIV	557020;557685	557610;557783	+;+	690	749	548	770	999
YNL037C	XIV	557920	559002	-	1083	1657	2385	1808	5506
YNL036W	XIV	559814	560479	+	666	799	1056	1846	2268
tT(AGU)N2	XIV	560693	560765	-	73	0	0	0	0
tP(UGG)N2	XIV;XIV	568115;568182	568150;568217	+;+	72	4	9	9	7
YNL035C	XIV	568522	569691	-	1170	871	712	1084	1678
tI(AAU)N1	XIV	569867	569940	-	74	0	0	2	3
YNL034W	XIV	570477	572315	+	1839	28	26	56	58
YNL033W	XIV	572999	573853	+	855	27	15	34	49
YNL032W	XIV	574506	575351	+	846	854	725	1019	1442
YNL031C	XIV	575640	576050	-	411	18989	13915	23208	26927
YNL030W	XIV	576727	577038	+	312	18320	11992	23329	25971
YNL029C	XIV	577205	578773	-	1569	574	480	769	963
YNL028W	XIV	578679	578996	+	318	9	5	1	5
YNL027W	XIV	579580	581616	+	2037	978	897	1133	1808
YNL026W	XIV	581920	583374	+	1455	1070	1078	1228	2064
YNL025C	XIV	584320	585291	-	972	395	384	477	845
NME1	XIV	585587	585926	+	340	26	31	37	94
snR66	XIV	586090	586175	+	86	41	59	64	117
YNL024C-A	XIV	586602	586820	-	219	607	574	872	1187
YNL024C	XIV	587107	587847	-	741	306	157	384	363
YNL023C	XIV	588263	591160	-	2898	1527	1161	1963	2424
YNL022C	XIV	591427	592899	-	1473	1642	1129	2134	2138
YNL021W	XIV	593227	595347	+	2121	1064	901	1352	1700
YNL020C	XIV	595623	597539	-	1917	894	898	1190	1715
YNL019C	XIV	598376	599230	-	855	60	34	59	63
YNL018C	XIV	599936	601774	-	1839	71	47	60	95
YNL017C	XIV	602138	602476	-	339	2	1	2	0
tI(AAU)N2	XIV	602312	602385	+	74	0	0	0	0
YNL016W	XIV	602907	604268	+	1362	7636	5443	9747	10780
YNL015W	XIV	605384	605611	+	228	463	804	610	1857
YNL014W	XIV	606319	609453	+	3135	199	285	305	586
YNL013C	XIV	609133	609510	-	378	1	0	0	8
YNL012W	XIV;XIV	609686;609875	609790;611665	+;+	1896	258	212	288	401
YNL011C	XIV	611836	613170	-	1335	445	477	498	867
YNL010W	XIV	613635	614360	+	726	3216	2438	4100	5089
YNL009W	XIV	614821	616083	+	1263	111	108	119	200
YNL008C	XIV	616211	618241	-	2031	846	984	1064	1648
YNL007C	XIV	618507	619565	-	1059	6595	7701	7347	15439
YNL006W	XIV	620067	620978	+	912	1056	1007	1338	2278
YNL005C	XIV	621313	622428	-	1116	2313	1870	2610	3741
YNL004W	XIV;XIV	622915;623287	622944;624621	+;+	1365	3794	3004	4379	5428
YNL003C	XIV	624975	625829	-	855	787	748	909	1536
YNL002C	XIV	626174	627142	-	969	5995	3284	6693	5775
YNL001W	XIV	627456	628616	+	1161	1114	880	1389	1691
YNR001C	XIV	629622	631061	-	1440	1593	3199	1728	6722
YNR001W-A	XIV	631263	631481	+	219	3	1	4	4
tP(AGG)N	XIV	631846	631917	-	72	1	2	0	0
tN(GUU)N2	XIV	632599	632672	+	74	0	0	3	0
YNR002C	XIV	633008	633856	-	849	128	161	180	360
YNR003C	XIV	634344	635297	-	954	1006	872	1332	1597
YNR003W-A	XIV	634420	634518	+	99	0	0	0	0
YNR004W	XIV	635943	636383	+	441	273	231	323	436
YNR005C	XIV	636931	637335	-	405	0	0	0	0
YNR006W	XIV	636986	638854	+	1869	905	1013	1023	1857
YNR007C	XIV	639182	640114	-	933	475	563	513	1101
YNR008W	XIV	640396	642381	+	1986	1232	1220	1441	2420
YNR009W	XIV	642690	643439	+	750	973	766	1153	1559
YNR010W	XIV	643744	644193	+	450	211	203	265	366
YNR011C	XIV	644320	646950	-	2631	1107	1013	1298	1959
YNR012W	XIV	647432	648937	+	1506	1418	953	1757	1839
YNR013C	XIV	649028	651712	-	2685	2097	1909	2825	3949
YNR014W	XIV	652465	653103	+	639	215	267	282	584
YNR015W	XIV	653387	654541	+	1155	1161	950	1492	2066
YNR016C	XIV	654673	661374	-	6702	24397	14045	33867	30042
YNR017W	XIV	662913	663581	+	669	4087	2969	4598	6270
YNR018W	XIV	664270	664944	+	675	4752	3453	5571	7150
YNR019W	XIV	665339	667267	+	1929	3285	2796	3915	5557
YNR020C	XIV	667410	668222	-	813	546	429	513	813
YNR021W	XIV	668377	669591	+	1215	4275	3308	5210	6216
YNR022C	XIV	669774	670193	-	420	665	670	744	1378
YNR023W	XIV	670418	672118	+	1701	705	651	897	1303
YNR024W	XIV	672409	672969	+	561	334	258	378	462
YNR025C	XIV	672702	673061	-	360	50	42	57	120
YNR026C	XIV	673274	674689	-	1416	1258	1090	1512	2135
YNR027W	XIV	674923	675876	+	954	898	783	1078	1612
YNR028W	XIV	676177	677103	+	927	1012	747	1207	1519
YNR029C	XIV	677199	678488	-	1290	1409	1227	1536	2234
YNR030W	XIV	678799	680454	+	1656	1402	1558	1832	3101
YNR031C	XIV	680694	685433	-	4740	1468	1233	1944	2416
YNR032W	XIV	686010	687116	+	1107	515	491	653	996
YNR032C-A	XIV	687243	687464	-	222	324	318	417	657
YNR033W	XIV	687635	689998	+	2364	1495	1281	1678	2539
YNR034W	XIV	690321	691286	+	966	584	673	653	1221
YNR034W-A	XIV	692561	692857	+	297	61	192	43	296
YNR035C	XIV	693019	694047	-	1029	2959	3101	3250	6080
YNR036C	XIV	694361	694822	-	462	1434	1359	1717	3154
YNR037C	XIV	695052	695327	-	276	380	342	460	920
YNR038W	XIV	695595	697484	+	1890	1490	1031	1868	2155
YNR039C	XIV	697614	699431	-	1818	846	653	894	1192
YNR040W	XIV	699690	700460	+	771	505	460	541	938
YNR041C	XIV	700541	701659	-	1119	603	582	690	1123
YNR042W	XIV	701238	701666	+	429	0	0	0	0
YNR043W	XIV	701895	703085	+	1191	7487	5535	9149	10708
YNR044W	XIV	703699	705876	+	2178	1262	1200	1577	2225
YNR045W	XIV	706139	707608	+	1470	588	515	612	1009
YNR046W	XIV	707788	708195	+	408	1133	821	1537	1866
YNR047W	XIV	708523	711204	+	2682	717	620	831	1107
YNR048W	XIV	711630	712811	+	1182	470	365	557	769
YNR049C	XIV	713023	713655	-	633	515	453	562	863
YNR050C	XIV	714048	715388	-	1341	10011	9717	11102	17086
snR49	XIV	716120	716284	+	165	71	71	97	152
YNR051C	XIV	716780	718327	-	1548	5016	3941	5421	6693
YNR052C	XIV	719346	720647	-	1302	1844	1532	2199	3145
YNR053C	XIV;XIV	721120;722303	721770;723112	-;-	1461	6139	3000	7123	5933
snR191	XIV	721938	722211	-	274	125	68	130	86
YNR054C	XIV	723356	724306	-	951	1443	1134	1721	2256
tL(UAA)N	XIV	726134	726217	-	84	1	1	11	5
YNR055C	XIV	728426	730186	-	1761	1835	1458	2241	2833
YNR056C	XIV	731618	733303	-	1686	187	196	268	488
YNR057C	XIV	733356	734069	-	714	102	131	169	318
YNR058W	XIV	734291	735733	+	1443	174	179	252	412
YNR059W	XIV	736803	738545	+	1743	515	337	515	769
YNR060W	XIV	739951	742110	+	2160	1865	715	2870	1308
YNR061C	XIV	742881	743540	-	660	1108	1077	1381	2061
YNR062C	XIV	744360	745343	-	984	215	186	310	338
YNR063W	XIV	746943	748766	+	1824	227	152	251	387
YNR064C	XIV	749136	750008	-	873	176	137	174	271
YNR065C	XIV	750350	753700	-	3351	766	867	909	1750
YNR066C	XIV	753725	755035	-	1311	76	95	112	217
YNR067C	XIV	755746	759099	-	3354	4153	2146	5521	4211
YNR068C	XIV	760067	760885	-	819	174	364	192	639
YNR069C	XIV	761123	762592	-	1470	226	342	250	642
YNR070W	XIV	765375	769376	+	4002	280	312	336	577
YNR071C	XIV	770440	771468	-	1029	88	93	117	170
YNR072W	XIV	772657	774351	+	1695	84	99	80	206
YNR073C	XIV	774792	776300	-	1509	28	50	60	77
YNR074C	XIV	777602	778738	-	1137	1291	1152	1493	2244
YNR075W	XIV	779916	781040	+	1125	196	278	394	480
YNR075C-A	XIV	781511	781603	-	93	109	55	116	119
YNR076W	XIV	781918	782280	+	363	73	54	76	132
YNR077C	XIV	783287	783541	-	255	0	2	0	0
YOL166W-A	XV	585	740	+	156	0	0	0	0
YOL166C	XV	1000	1338	-	339	1	3	3	6
YOL165C	XV	1647	2078	-	432	45	68	59	90
YOL164W-A	XV	4130	4312	+	183	30	66	39	81
YOL164W	XV	6175	8115	+	1941	704	514	860	1150
YOL163W	XV	9597	10106	+	510	47	56	54	172
YOL162W	XV	10119	10766	+	648	33	31	30	88
YOL161C	XV	11549	11911	-	363	0	1	2	11
YOL160W	XV	14313	14654	+	342	29	53	38	87
YOL159C-A	XV	15233	15505	-	273	138	162	149	279
YOL159C	XV	17281	17796	-	516	142	173	193	436
YOL158C	XV	19491	21311	-	1821	2070	1823	2849	3946
YOL157C	XV	22525	24294	-	1770	105	94	117	223
YOL156W	XV	25273	26976	+	1704	90	116	121	247
YOL155W-A	XV	27084	27218	+	135	19	26	42	50
YOL155C	XV	28703	31606	-	2904	2512	2847	3117	5687
YOL154W	XV	34658	35407	+	750	265	193	336	387
YOL153C	XV	36822	38567	-	1746	244	304	308	613
YOL152W	XV	40748	42610	+	1863	1051	4062	1793	7943
YOL151W	XV	43694	44722	+	1029	611	816	761	1906
YOL150C	XV	44473	44784	-	312	0	0	0	0
YOL149W	XV	44938	45633	+	696	902	693	1007	1464
YOL148C	XV	45760	47574	-	1815	863	742	1032	1345
YOL147C	XV	47933	48643	-	711	709	712	888	1271
YOL146W	XV	48864	49448	+	585	320	268	397	611
YOL145C	XV	49555	52788	-	3234	3712	2975	4423	5512
YOL144W	XV	53098	54552	+	1455	1400	894	1513	1685
YOL143C	XV	54595	55104	-	510	3300	3855	3413	7214
YOL142W	XV	55558	56280	+	723	956	844	1275	1730
YOL141W	XV	56452	58539	+	2088	267	174	351	341
YOL140W	XV	58759	60030	+	1272	1007	654	1117	1452
YOL139C	XV	60383	61024	-	642	9058	6145	11389	12414
YOL138C	XV	61325	65350	-	4026	874	791	1076	1682
YOL137W	XV	65621	67114	+	1494	856	809	1079	1557
YOL136C	XV	67561	68754	-	1194	2635	1793	2544	3126
YOL135C	XV	69376	70044	-	669	529	395	556	873
YOL134C	XV	70156	70545	-	390	10	4	4	3
YOL133W	XV	70325	70690	+	366	412	397	479	728
YOL132W	XV	71300	72715	+	1416	46	83	69	151
YOL131W	XV	73031	73357	+	327	4	16	3	25
YOL130W	XV	74400	76979	+	2580	2377	1481	3086	2952
YOL129W	XV	77560	78114	+	555	986	1201	1126	2279
YOL128C	XV	78352	79479	-	1128	394	287	464	547
YOL127W	XV;XV	80348;80775	80360;81190	+;+	429	26113	17695	37741	43539
YOL126C	XV	81787	82920	-	1134	2013	1819	1770	3674
YOL125W	XV	83834	85264	+	1431	1138	749	1355	1566
YOL124C	XV	85456	86757	-	1302	2235	1493	2809	2940
YOL123W	XV	87844	89448	+	1605	6163	4726	7896	9211
YOL122C	XV	89692	91419	-	1728	1164	1876	1389	3363
YOL121C	XV;XV	92026;92831	92440;92850	-;-	435	10831	7298	14507	17962
YOL120C	XV;XV	93395;94291	93843;94402	-;-	561	37577	23177	49005	48585
YOL119C	XV	94856	96361	-	1506	719	837	836	1536
YOL118C	XV	96608	96916	-	309	102	166	110	283
YOL117W	XV	97551	99488	+	1938	234	326	314	586
YOL116W	XV	99809	100957	+	1149	716	653	861	1262
YOL115W	XV	101475	103229	+	1755	1713	1125	1864	2266
YOL114C	XV	103317	103925	-	609	50	97	70	179
YOL113W	XV	104326	106293	+	1968	804	1182	1078	2210
YOL112W	XV	106710	108188	+	1479	871	1132	1054	2139
YOL111C	XV	108258	108896	-	639	1177	1030	1376	2111
YOL110W	XV	109176	109889	+	714	413	378	418	779
YOL109W	XV	110297	110638	+	342	14572	9720	17690	20527
tG(UCC)O	XV	110962	111033	-	72	1	0	0	1
YOL108C	XV	111431	111886	-	456	432	439	427	741
YOL107W	XV	112102	113130	+	1029	198	271	244	509
YOL106W	XV	113226	113579	+	354	16	17	19	25
tT(AGU)O1	XV	113802	113874	+	73	0	0	0	0
YOL105C	XV	114138	115808	-	1671	1867	1527	2270	2826
YOL104C	XV	116396	117454	-	1059	790	712	1066	1384
YOL103W-B	XV;XV	118000;119306	119304;123268	+;+	5268	965	1107	977	1694
YOL103W-A	XV	118000	119322	+	1323	0	0	0	0
YOL103W	XV	124001	125830	+	1830	1906	1750	2411	3318
YOL102C	XV	125997	126689	-	693	628	547	971	1105
YOL101C	XV	126982	127920	-	939	385	256	622	573
YOL100W	XV	129237	132482	+	3246	649	787	802	1417
YOL099C	XV	132017	132508	-	492	16	11	13	8
YOL098C	XV	132725	135838	-	3114	2889	2641	3757	4961
snR58	XV	136088	136183	-	96	4	7	8	15
YOL097W-A	XV	136220	136405	+	186	27	25	44	40
YOL097C	XV	136527	137825	-	1299	5557	3904	7268	8240
YOL096C	XV	138107	139045	-	939	480	535	495	1075
YOL095C	XV	139227	141347	-	2121	367	336	440	650
YOL094C	XV	141584	142555	-	972	714	549	832	1221
YOL093W	XV	142815	143696	+	882	1576	1085	1761	2222
YOL092W	XV	144204	145130	+	927	2197	1477	2861	3439
YOL091W	XV	145334	147163	+	1830	155	130	191	262
YOL090W	XV	147382	150276	+	2895	1604	1635	1933	3254
YOL089C	XV	150398	153490	-	3093	813	672	981	1379
YOL088C	XV	153912	154745	-	834	783	978	1079	1909
YOL087C	XV	155287	158637	-	3351	1074	1258	1310	2446
YOL086W-A	XV	159173	159445	+	273	289	286	357	595
YOL086C	XV	159548	160594	-	1047	177965	129877	223871	264847
YOL085W-A	XV	161579	161791	+	213	18	13	13	38
YOL085C	XV	161673	162014	-	342	8	9	15	33
YOL084W	XV	162356	165331	+	2976	58	144	37	266
YOL083W	XV	165714	166952	+	1239	73	199	70	362
YOL083C-A	XV	166461	166601	-	141	0	0	0	0
YOL082W	XV	168727	169974	+	1248	452	868	553	1822
YOL081W	XV	171070	180309	+	9240	2257	1954	3105	3764
YOL080C	XV	180558	181427	-	870	801	436	934	888
YOL079W	XV	181057	181455	+	399	0	0	0	0
YOL078W	XV	181682	185212	+	3531	671	586	854	1192
YOL077W-A	XV	185438	185644	+	207	350	347	463	889
YOL077C	XV	185848	186723	-	876	3928	2473	5028	4873
YOL076W	XV	187024	189414	+	2391	1524	1281	1868	2448
YOL075C	XV	189658	193542	-	3885	569	588	772	1181
YOL073C	XV	193832	194800	-	969	390	472	513	998
YOL072W	XV	194970	196337	+	1368	495	479	626	926
YOL071W	XV	196507	196995	+	489	351	408	349	884
YOL070C	XV	197220	198725	-	1506	2107	1944	2566	3660
YOL069W	XV	198942	200297	+	1356	493	522	591	943
YOL068C	XV	200368	201879	-	1512	2076	1551	2280	2929
YOL067C	XV	201985	202518	-	534	270	241	370	630
YOL066C	XV	202696	204471	-	1776	1163	1032	1428	2163
YOL065C	XV	204731	205885	-	1155	405	434	488	813
YOL064C	XV	206103	207176	-	1074	2650	2395	3212	4256
YOL063C	XV	207392	210265	-	2874	826	808	1077	1523
YOL062C	XV	210520	211995	-	1476	1676	1578	2105	3074
YOL061W	XV	212244	213734	+	1491	4298	3297	5318	6794
YOL060C	XV	214017	216137	-	2121	1528	1887	1709	3722
YOL059W	XV	217126	218448	+	1323	3736	2859	4438	5627
YOL058W	XV	219211	220473	+	1263	2974	3520	3164	6962
YOL057W	XV	220767	222902	+	2136	2213	2204	2727	4438
YOL056W	XV	223268	224179	+	912	769	555	808	1110
YOL055C	XV	224420	226075	-	1656	1797	2180	2580	4677
tG(GCC)O1	XV	226611	226681	-	71	2	1	2	0
tN(GUU)O1	XV	228331	228404	+	74	0	0	0	0
YOL054W	XV	228614	229834	+	1221	861	815	1024	1746
YOL053W	XV	230085	231272	+	1188	395	389	370	889
YOL052C-A	XV	231570	231755	-	186	40	837	71	1730
YOL052C	XV	232446	233636	-	1191	1753	1410	1965	2868
snR81	XV	234346	234546	+	201	15	11	11	22
YOL051W	XV	234940	238185	+	3246	2183	1996	2834	3771
YOL050C	XV	237882	238202	-	321	0	1	0	4
YOL049W	XV	238619	240094	+	1476	2695	2733	3433	5490
YOL048C	XV;XV	240204;241026	240947;241310	-;-	1029	216	386	193	695
YOL047C	XV;XV	241614;242505	242441;242747	-;-	1071	56	85	39	202
YOL046C	XV	243466	244140	-	675	11	10	18	29
YOL045W	XV	243497	246802	+	3306	1283	1204	1590	2091
YOL044W	XV	247150	248301	+	1152	267	249	290	517
YOL043C	XV	248392	249534	-	1143	365	397	429	796
YOL042W	XV	249825	250916	+	1092	569	520	755	969
YOL041C	XV	251267	252646	-	1380	3921	2453	5163	5009
YOL040C	XV	253149	253577	-	429	38053	26243	46902	58469
YOL039W	XV	254297	254617	+	321	20631	14128	30002	32973
YOL038C-A	XV	254926	255021	-	96	31	45	43	115
YOL038W	XV	255337	256101	+	765	3506	4323	4466	7768
YOL037C	XV	256666	257019	-	354	40	19	39	78
YOL036W	XV	256745	259030	+	2286	1562	1485	1820	2642
YOL035C	XV	258803	259105	-	303	8	9	9	19
snR50	XV	259489	259578	+	90	10	22	39	53
YOL034W	XV	259923	263204	+	3282	959	770	1220	1638
YOL033W	XV	263475	265085	+	1611	599	563	678	1130
YOL032W	XV	265429	266169	+	741	391	611	456	1156
YOL031C	XV	266264	267529	-	1266	810	776	999	1510
YOL030W	XV	268187	269641	+	1455	3867	4683	5017	9286
YOL029C	XV	269815	270420	-	606	614	509	797	1015
YOL028C	XV	270633	271370	-	738	742	600	923	1159
YOL027C	XV	272003	273724	-	1722	3801	3545	4584	6201
YOL026C	XV	274012	274353	-	342	477	543	610	1159
tS(GCU)O	XV;XV	274673;274729	274709;274773	+;+	82	1	0	0	0
YOL025W	XV	274957	276939	+	1983	398	331	506	744
YOL024W	XV	277086	277604	+	519	19	22	13	40
YOL023W	XV	278056	280086	+	2031	807	674	790	1212
YOL022C	XV	280272	281498	-	1227	1323	1177	1934	2412
tG(GCC)O2	XV	282164	282234	+	71	0	1	4	4
YOL021C	XV	282421	285426	-	3006	2886	2299	3961	4493
YOL020W	XV	286172	287950	+	1779	2758	2255	3325	4400
tY(GUA)O	XV;XV	288192;288245	288230;288280	+;+	75	0	0	0	0
YOL019W-A	XV	288420	288572	+	153	1	0	3	0
YOL019W	XV	288898	290553	+	1656	1657	1163	1996	2226
YOL018C	XV	290881	292074	-	1194	928	1057	1173	1867
YOL017W	XV	292529	294673	+	2145	635	696	755	1255
